Number of Parameters,R=0.5,R=0.6,R=0.7,R=0.8,R=0.9,R=1.0,R=1.1,R=1.2,R=1.3,R=1.4,R=1.5,R=1.6,R=1.7,R=1.8,R=1.9,R=2.0,R=2.1,R=2.2,R=2.3,R=2.4,R=2.5
30,0.07674781135328,0.143744916754217,0.265241935835622,0.32320703127241,0.394394323403311,0.504653745940264,0.690327349142264,0.994466760525957,1.46212580752829,2.11723836600276,2.94960233946333,3.72355117610031,4.61006202611567,8.42903042502484,8.35682707183958,7.89446236247514,5.71697789716583,5.51447712322813,4.4571976100707,3.69314263575221,1.9854567153
31,0.05770762557368,0.118699403171417,0.171618543233299,0.236931420579303,0.324135906714968,0.45430737805305,0.662151485609305,0.974343264072871,1.28748985735962,1.89218033823767,2.67719368031628,3.35123859513436,3.97775953395254,8.06393898691999,8.02123150283084,7.05755961232194,5.53177382016336,5.49552099429572,4.44691392661737,3.65454242298656,1.97571187531124
32,0.049483759383263,0.088477991325446,0.130484753195045,0.188691486417725,0.273045542891629,0.40593209625952,0.617796662895681,0.843195320658973,1.07038857983832,1.594609245962,2.49335822897945,3.24879118577729,3.72278761565729,7.53574918764179,6.84407524470987,6.68499585855571,5.47219770198817,5.13692663408799,4.19435001268612,3.49754306117216,1.97517982778026
33,0.047432651331748,0.076123752030912,0.114194941863198,0.174270700443095,0.253673440090057,0.382124968641386,0.590346786389316,0.695263142626767,1.04101855536256,1.56060940627037,2.31165059879129,3.01799848468448,3.37883532341324,6.48511042707126,6.3919269428241,6.23285350797466,5.11228553250248,5.09438222478777,4.16548180419223,3.48211190503122,1.96345096871647
34,0.031866165756868,0.07112512659777,0.104781799267885,0.154500352185071,0.232144221463112,0.35976023927472,0.567561157200143,0.675737474322977,1.0175894516914,1.4560403586205,2.05938592492613,2.7730035988833,3.2161486891214,5.31432904680563,5.88031009241001,5.73313479246689,5.07560823565312,4.74908647379434,3.88929034972984,3.31493260787443,1.96272485305004
35,0.02200448466104,0.04872063192218,0.075431806166437,0.119258328210822,0.192084773725684,0.316036394808795,0.502179964722779,0.591913961866469,0.92140949738008,1.42919007670451,1.84816297910704,2.52235301690772,2.8799424098104,5.04811739654905,4.62801957328455,4.36654071890982,4.60034608296257,4.66463611336084,3.82942818237629,3.28908989617479,1.94604973300791
36,0.02081466671508,0.0347400373098,0.056735520967268,0.093141201368076,0.159001710456361,0.275322789859433,0.449640642658781,0.52458023123603,0.842411704368801,1.39538518993723,1.59085227895873,2.41061112144886,2.61516971904992,4.12126752803106,4.36455346627589,4.15452307811142,4.53113428455562,3.99575034417163,3.18742769008075,2.90217075364354,1.94554801554494
37,0.01830495866777,0.027416167296728,0.053133643060227,0.081914222920154,0.135687097867124,0.230941456731043,0.377633922869676,0.457775753207412,0.748342317818946,1.32744324335671,1.55838283450048,2.14463969394301,2.3357199540533,3.79805743952957,3.99649743310447,3.83826158417032,4.14796564190984,3.65723078815113,3.04480269105125,2.73032987043947,1.93296830312234
38,0.018293522925475,0.025972863548645,0.039219960466676,0.063046173173801,0.120718671992692,0.19458359761198,0.320750814060164,0.37890387195988,0.656163094300733,1.19218083045228,1.50115640932273,2.05680223533253,2.25732489318182,3.01188056966425,3.81291696794607,3.67436829521166,4.06972123740447,3.39705039441114,2.81406743912651,2.44160665284849,1.87629494831549
39,0.014235644169107,0.023784337709852,0.031243218381866,0.058383766971324,0.094415561853945,0.169269206034442,0.277489535453563,0.357901314318241,0.608602717073344,1.01878987016372,1.37954484205566,1.88209726408397,2.06827410959837,2.87987265077835,3.70041507755587,3.17734455694088,3.53184836143664,2.83421228284233,2.40780641655799,2.27650521951448,1.87306228285972
40,0.012752127070535,0.022283417248671,0.023950964832686,0.050996711093444,0.079669236868898,0.131160825566583,0.224055760007838,0.34737787184406,0.595717247893038,0.944029452634132,1.21269690092663,1.640700905914,1.96671516592255,2.4226666258229,3.14858091734098,3.02483961125446,3.22682926637458,2.75077664247438,2.36264036962412,2.03890872242133,1.79959974175325
41,0.012237481018911,0.021095164312725,0.017647289909808,0.041430429075181,0.072094420586716,0.112783542606344,0.185979234457692,0.336867564409282,0.572352828580307,0.850997065892545,1.17561384105096,1.58166541270407,1.8648762316771,2.29557344055827,3.05386733341773,2.73980269676594,2.9972216455274,2.52522395045903,2.20506420061765,2.00418788440746,1.62711777488049
42,0.010431448880528,0.017631118349597,0.016151412118902,0.031847209934724,0.056220700467961,0.095408174114748,0.158285303624727,0.315301492120052,0.552164628315931,0.741898191725253,1.09577719078897,1.46643564410008,1.66658965425714,2.04256489688628,2.7724713034853,2.61805064758012,2.90700474241556,2.4505442357354,2.15880023897036,1.61424067542831,1.60206057141383
43,0.007811742722994,0.012053803822072,0.013278382056727,0.026993502915843,0.044180264491577,0.073272911349787,0.150747598911237,0.29287535023204,0.498105221635159,0.665454892149789,1.05251259265419,1.39813207291911,1.52261006947073,1.98439535116135,2.68915493770829,2.55027936363935,2.64967888915547,2.27076025063033,2.01599646610667,1.57467147552608,1.5815232860817
44,0.006699609887487,0.007857152484279,0.012214061718158,0.019391856816055,0.032274701749491,0.070830750989155,0.143685279458752,0.252591061268998,0.457787714175453,0.622937085508419,0.999871711861764,1.31381303652356,1.44824311953639,1.76789104774839,2.28746028721197,2.4966653855195,2.18347354813435,2.10521771165153,1.92090785647936,1.5477336452973,1.54796769021212
45,0.003998779864416,0.007086575224305,0.01165127309981,0.017952672671185,0.030062459170235,0.056767353922128,0.119191647743146,0.229157748260527,0.421844506762035,0.58363604510191,0.969734976215232,1.25337807741443,1.38104705769753,1.66588311690265,2.14530892080744,2.2008752118046,2.1363180886774,1.98095973014621,1.71662743908143,1.48819918813867,1.51836955894877
46,0.003817206081103,0.006567170764626,0.011305372017446,0.015690931475648,0.026164904198788,0.055142483920686,0.103785402494182,0.225771844235337,0.385406125559798,0.573832376678358,0.899327680896915,1.13043514414313,1.27893169023687,1.38972286662993,1.70864247347823,2.1184939256613,1.85315334274361,1.89893610336768,1.6393748310738,1.3366395856396,1.37140943343947
47,0.003478746639832,0.005403931632252,0.009943477024129,0.015203550733829,0.02395845730187,0.052412990496083,0.10104516547076,0.220124871077654,0.361084231408556,0.557039395825335,0.844081118795222,1.09780831390185,1.09871948289484,1.28673543471725,1.66999062291458,2.04210872284413,1.75358384484908,1.67517780192523,1.53815861578975,1.22262379348905,1.35699066804693
48,0.003313153025886,0.005278363116057,0.009399358083284,0.014225684957853,0.02091108299891,0.044608137832901,0.095916026115486,0.218227576394828,0.352067736629326,0.486692271186027,0.817045844420985,1.06980487819431,1.0448370177189,1.22759334701128,1.57125290144767,1.88342204876317,1.60458234208592,1.61352055311016,1.45623024314661,1.00866364402979,1.33058994370744
49,0.003116896763326,0.00517919331823,0.007702163789095,0.0121906066495,0.020593012612685,0.043494930072787,0.093779425473898,0.198319609546588,0.345371492077857,0.477060352249195,0.798137836093001,0.884547337967452,0.870343566285949,1.16299382052324,1.33700230524509,1.78126222159139,1.56206337894363,1.45189107613021,1.36040553981658,0.978525871736817,1.29919131431652
50,0.003061949477654,0.004189533491943,0.007577121754057,0.012002862559959,0.016957623161675,0.042850417061949,0.079846090522324,0.187980836990259,0.292937791241749,0.436628644244336,0.705048462030507,0.722223095720471,0.849966114026045,1.07226187226389,1.19257505607984,1.53266788697436,1.4401374636798,1.38876441852384,1.28301483756567,0.941961275683311,1.1835116310823
51,0.003008262859621,0.003962339103913,0.007048513605171,0.011786204064864,0.014469813330807,0.038685546595514,0.078614491078033,0.181061723477437,0.287169669121054,0.40289923751752,0.53817934934185,0.700450721988439,0.805573966390033,0.91416568258276,1.16630778993948,1.40914205213409,1.39523128557986,1.33627270062305,1.15345277193707,0.893193082895779,1.0687599811726
52,0.002554489043411,0.003761736707236,0.005160501050309,0.009676731935723,0.014108627987669,0.031820670654439,0.068537348776178,0.178603061485973,0.261076720866224,0.389179876573429,0.480931438848882,0.639199725029959,0.78760790516544,0.860197681518611,1.09945315503659,1.32622417340462,1.29204927662129,1.30375076495341,1.06880032441806,0.867523532580749,1.04727690712071
53,0.002491083550363,0.003707215500833,0.004278744078516,0.008469739041315,0.013746804466417,0.02624603684941,0.054189702857085,0.150300296605803,0.219451109197959,0.381730365880507,0.416294590576,0.605156269628508,0.745118071665103,0.767794080504657,1.07757871680297,1.23471984755902,1.23722041592354,1.23206419700121,1.01114392562301,0.854428939417819,1.00363361925129
54,0.00190201481299,0.002829756345052,0.004229719232324,0.005716601667193,0.011752875753662,0.025479009413633,0.052887862453418,0.148300910438572,0.20677694145988,0.27142172647923,0.399155699855807,0.540259539971779,0.738860613481212,0.740489272387679,1.03595300096798,1.12474085045633,1.15682029744964,1.08318566862802,0.980874318498967,0.837388865834692,0.894860976865176
55,0.001413010702834,0.002733494428471,0.003286438042786,0.005583146605335,0.010661768895904,0.025096175602662,0.040881177729957,0.1256654148992,0.192993119551,0.244397116637489,0.342898036538591,0.53071586651117,0.642549287441124,0.729794017675772,0.963320673161536,1.07449931627217,1.06375389276336,1.0496879774986,0.956063131582945,0.814087764163323,0.809053587778543
56,0.001314780287388,0.002285590340675,0.002296416770653,0.005483728941037,0.010447083292079,0.02481457923514,0.039846296395679,0.114609885360739,0.12769786456828,0.236919605193427,0.308923942954876,0.499516685525994,0.59652377206355,0.701775241858563,0.868438115228137,1.01620279515367,0.971215619318324,0.993406026407057,0.903336644621071,0.784024651755068,0.773338474602514
57,0.001166778288788,0.002020279740304,0.001942935994985,0.00419875475132,0.008716064954303,0.018469498065108,0.028880925611535,0.11007992832134,0.109180240251207,0.210265555066877,0.285359049884749,0.492812565096644,0.555284190114559,0.685172982002434,0.649761866673265,0.979057238419669,0.935833424670086,0.965442709295933,0.887278647405812,0.765337670646714,0.660953179962885
58,0.000983926894954,0.00179837588902,0.001930701432506,0.004111896072032,0.008134105904983,0.016983119520699,0.026229117297106,0.086093605810278,0.1057061786012,0.195327606725872,0.264888429332264,0.466841948033706,0.523792950287712,0.660767025356472,0.628322058808264,0.95318049120516,0.868614576687781,0.9094053446594,0.832686150272242,0.743489896568106,0.578035409165256
59,0.000834386241874,0.001629205468056,0.001801738715054,0.003527752660722,0.007940971504653,0.011995473629933,0.022978722173784,0.083529802636113,0.088345790656126,0.171018713326659,0.243688293264553,0.37483722249652,0.491741950205247,0.588067909150787,0.611208430385679,0.823919426435628,0.852283041588639,0.863292351877849,0.749224532245232,0.67259799410212,0.556790202191689
60,0.000663301915252,0.001093159443193,0.001329299613743,0.003391017604269,0.007881497362079,0.011740560870286,0.019618632655048,0.078315523978814,0.085352956384591,0.161912585646424,0.23208518594973,0.35269406000785,0.481675333756111,0.567780805153069,0.600052810492034,0.800255391805627,0.807688821927575,0.850654107204758,0.729351436755077,0.664371218775326,0.541738228380779
61,0.000530366431884,0.000990294239005,0.001004130206691,0.00332669971166,0.007807400353713,0.009558782646412,0.01741794629985,0.07645235077984,0.076203019721269,0.134454842674829,0.18988582557333,0.338051329393782,0.466908620971428,0.484887419393829,0.57791757533746,0.764272114113622,0.730724492641397,0.80856770804088,0.708852249437552,0.656711826067747,0.528654475453159
62,0.000496332799439,0.000927777300246,0.000980564068642,0.002598144914101,0.00568710555971,0.007094137974726,0.016988778405679,0.057148142677895,0.074174218395297,0.12091205300464,0.171363871437457,0.330111735273415,0.452555070183303,0.34364630770031,0.524796937421944,0.742315288209559,0.556464375154492,0.711673770968862,0.703975706702546,0.600554967212042,0.498424653718197
63,0.000482597233083,0.000871119422117,0.000921000191964,0.002419814102068,0.005251260959144,0.005849516443119,0.014792013360461,0.0427884071512,0.068771375493264,0.111071222811034,0.166382422207896,0.288418291029242,0.386538506888156,0.336597588271953,0.497858831716313,0.699616116118047,0.53407042076424,0.658330186280523,0.642047599471236,0.587298701117579,0.47568374591167
64,0.000397653087019,0.000830805669741,0.000878776299046,0.002256238560226,0.003988585337171,0.005796663785889,0.012892342924801,0.038380608738429,0.057097426692113,0.093958573931417,0.159071508393863,0.250700445174986,0.3489258624579,0.321065936404555,0.405653677602287,0.692856319863799,0.510052757266422,0.604617651439998,0.627886169654428,0.565854781179877,0.446139972701825
65,0.000356148320676,0.000801425651618,0.000618517154035,0.002138869717434,0.003356732340237,0.005362181509423,0.011582327320847,0.035558768432125,0.053608157337112,0.083277494042625,0.145231326674128,0.173032772560487,0.288412899463322,0.301103078746548,0.375453308676669,0.658267146625723,0.487256907194192,0.565493935319454,0.596879622316672,0.514487229246294,0.425661218365051
66,0.000350419154181,0.000731362905042,0.000550034477937,0.00162878691874,0.002931593060321,0.005180891987774,0.011235170591092,0.031779672288541,0.043464616947105,0.076867728514169,0.140918008676957,0.154948343496988,0.253857049516201,0.281661230091255,0.294541482780889,0.645759489921398,0.446135106362209,0.511997430836685,0.568484925338723,0.493561204606875,0.409798800956347
67,0.000332454797919,0.00057891374315,0.000547908473992,0.001452967402046,0.002622704400451,0.004763243294623,0.009745185119295,0.026387466935626,0.029458991588549,0.066333543696301,0.129957976120379,0.126098485905615,0.232570418097466,0.260492627655719,0.262234249030117,0.611345245763308,0.397421946201771,0.496084811373155,0.550045415976768,0.484949108646886,0.403144787200742
68,0.00028065573001,0.000567449135337,0.000514231894711,0.001373810152956,0.00240391550873,0.004383311717642,0.009181788443483,0.021358857192294,0.023958469852071,0.056069746662411,0.123448065015966,0.119413397227181,0.20223492807108,0.231699574152206,0.230019653325934,0.593261741022004,0.363358246072585,0.479421580135413,0.50470248589667,0.478610760031588,0.394933938704958
69,0.00027549948036,0.000550948759915,0.000490206419471,0.001276824717397,0.002267818629832,0.004273961824912,0.006900510351439,0.018559966809056,0.022006716086561,0.052186907428132,0.119178166318361,0.101187026029207,0.19060326152145,0.210101906734092,0.222958921473601,0.532819571195647,0.285332641126444,0.465296354508264,0.480563362190521,0.45033368164532,0.388955160849825
70,0.000263304450902,0.000538111160499,0.000486549918566,0.001168498921183,0.001994595755829,0.00407299609997,0.006557127466802,0.016897572964706,0.019893223500964,0.046454797478686,0.112106835822088,0.094759724106178,0.159648949998375,0.194596248841078,0.187583839023679,0.453433684584588,0.266566042804243,0.4348888024885,0.447049530249107,0.436113784839572,0.374647708828632
71,0.000222729027002,0.000525254735503,0.000367931703205,0.000838034584982,0.001771572426668,0.003507435142045,0.006078504882053,0.015021606719308,0.01706182245201,0.044160600210641,0.091720745259311,0.074678885155234,0.145074902236336,0.182880724364781,0.157585320612176,0.417352867365482,0.244287140490117,0.410655236017355,0.433389746986747,0.413853589225988,0.370598053590936
72,0.000219288389499,0.000487789250918,0.000303667776795,0.000741764510603,0.001591594401028,0.003147449597959,0.005692219766076,0.014284660230493,0.014307990424707,0.036511295981442,0.074850500982703,0.059348545398438,0.13842527101032,0.158328850936289,0.14328823568377,0.400257913012804,0.235559290270588,0.372148173973837,0.37985357445939,0.391477653785763,0.368602795812002
73,0.000216172174804,0.000461239302851,0.000288908113923,0.000615865296779,0.001513839009617,0.002817263876164,0.005541178109119,0.013530041804877,0.013349275626556,0.032806999029638,0.066181583364962,0.055019405364266,0.126505800136613,0.148619454594886,0.134804282286041,0.382796334060248,0.229738347495732,0.361525982133564,0.366636679597372,0.383554417595924,0.350945755651677
74,0.000177802448458,0.000417143547559,0.000238039015744,0.000544903955975,0.001316002676858,0.002666923775334,0.005267094918779,0.012839032185233,0.012562250074383,0.028636400024552,0.063348801794173,0.051244024079911,0.108723167615101,0.133960855507852,0.118071216088039,0.369544685811923,0.22540877196964,0.344799963500174,0.35878155083301,0.36377433665811,0.339308257651524
75,0.000168532243129,0.000386911998463,0.000216534248215,0.000524521176308,0.000967009852635,0.002303935595649,0.003941732930333,0.010149338582329,0.011168776895622,0.019543947042365,0.055033572030139,0.04383218594989,0.081771876041696,0.12749354793966,0.112882882459172,0.344955208846356,0.207750006784517,0.314684041732827,0.331499666911409,0.356786491347309,0.334526675377306
76,0.000121315253174,0.000277741573664,0.000211603902183,0.00045869161204,0.000893483251129,0.001845377015573,0.003156704115257,0.008807862137143,0.009909225018297,0.017996421413529,0.048873306360125,0.041765837563026,0.075562113638098,0.120852744524386,0.104662089185034,0.306545656836856,0.198025943651618,0.29342675456403,0.32026066035176,0.341291167916169,0.323651918919554
77,0.000118637668228,0.000192039395568,0.000183849134816,0.000436012145583,0.000827710162766,0.001743201444876,0.002676424903971,0.007238939044774,0.009149714524819,0.016588080012489,0.042807346658026,0.039449384398087,0.070585245231638,0.114517724849635,0.097275055897849,0.297291196460112,0.190561854018886,0.277427261988592,0.314085567247899,0.329315251263177,0.318863649898725
78,0.000109397583271,0.000162663142283,0.00016909637461,0.000399802308668,0.000811279441016,0.001596834737249,0.002455406469426,0.006863224962351,0.008815405434696,0.015986355653616,0.03283452538368,0.036916370001834,0.063544117419221,0.099406908171041,0.091951219642216,0.286177741473774,0.173488780940047,0.258068481224587,0.305186848565429,0.313888366582711,0.305184991135675
79,0.000103844119869,0.000126957823394,0.000138135658722,0.000332570887279,0.000781868674678,0.001560144227578,0.002320391417802,0.004662081779947,0.007654190649527,0.014324692858198,0.028273717442653,0.033716715964696,0.055899490649336,0.084978539365557,0.080934270045968,0.275409353608719,0.162924125491697,0.24895113178304,0.299459254177815,0.30403850714786,0.283142985769278
80,9.11439450986507E-05,0.000113233552107,0.000127168666548,0.000320761148938,0.000588316980442,0.001257883328152,0.001994255645548,0.004191665143422,0.005131037573182,0.012388976365524,0.024452523535448,0.031794989807515,0.050911344005939,0.07620643212082,0.077645247917179,0.23035552617066,0.154072480099436,0.235531521698167,0.290046783018258,0.294029580203044,0.24466508788048
