Number of Parameters,R=0.5,R=0.6,R=0.7,R=0.8,R=0.9,R=1.0,R=1.1,R=1.2,R=1.3,R=1.4,R=1.5,R=1.6,R=1.7,R=1.8,R=1.9,R=2.0,R=2.1,R=2.2,R=2.3,R=2.4,R=2.5
11,0.542929775744219,0.449400379746911,0.394560019301005,0.422072324895558,0.498882148669014,0.575812038324189,0.712400166504555,0.932339406945854,1.2826452875141,1.8531414508014,2.79850339833029,4.36644360671767,5.01419441742027,6.33614213715723,5.25969167141134,5.41961847719088,5.16314702460409,4.94914754532782,3.99537860661996,1.11369708171082,0.648117274660129
12,0.515656804347216,0.43805184382688,0.381333527301424,0.365260639901591,0.442099717564987,0.563029857289791,0.699415667461332,0.919250686021598,1.27105793823153,1.80145257798064,2.74669063871972,4.31425191201625,5.00148216672805,4.41175329006176,5.20489497624933,4.84262784958526,4.16339950199182,3.981167782982,3.29500384346205,0.965641845201508,0.642138314198957
13,0.507045325857341,0.430924747771882,0.368265451455647,0.351177761159108,0.429705079803105,0.508327477507235,0.646147875940918,0.866903525090062,1.21921352199564,1.75034969847015,2.69546700557783,4.26265581717587,4.94526718977822,3.52088454499361,4.16702343561926,3.35965265646864,2.6361968248834,2.29110679425757,1.53128294855904,0.959737865283859,0.636587003058746
14,0.498596147181484,0.410653962171671,0.262814794299681,0.344306520384524,0.373562897779113,0.454240709508288,0.593480373663777,0.815147228201934,1.16795545110433,1.74091404771851,2.6877094565006,3.80450546622552,4.88975242927478,1.68070407667118,1.49989262614523,3.30475434421933,2.58062892620566,2.23463756468988,1.4736767587212,0.954258105343342,0.631268280381355
15,0.371991569440827,0.288289057226779,0.248283188803946,0.25088381300976,0.285308918739283,0.384934799034534,0.489069932304259,0.672759458699925,0.982045055121051,1.49793850666766,2.35693077096827,3.16129498279294,4.87887395419352,0.814886774528529,1.44666798032995,3.25125679932417,2.52643384809797,2.17948507951466,1.41731071501484,0.94904236960787,0.530615872792478
16,0.361781344189906,0.278718379500881,0.240874368369709,0.244589294085826,0.243161489206788,0.289527699216828,0.474938501857829,0.657036600143466,0.816709704884208,1.27001307885959,2.01646301351644,3.15492318601224,4.50944839550739,0.761347276198453,1.2350127993471,3.20866276088568,2.48118576050633,2.13144260141469,1.36657397001883,0.380964890276419,0.190786770545149
17,0.35421429961916,0.268661945028789,0.218370495562843,0.223587594877269,0.234173064204803,0.277151643909724,0.367185864426754,0.52749848594291,0.798834372821071,1.25107645921357,1.99653136255865,3.07840735255517,3.24219997322295,0.708928641876462,1.22694774715236,2.23618177392754,2.01819371998216,2.12389270982982,1.02675698436248,0.319835864319675,0.167306829151597
18,0.327046564786776,0.244084063193014,0.19683909759332,0.218503390258058,0.211753611574223,0.253003352909561,0.361484955529992,0.521063688413705,0.792280261167076,1.22351644152452,1.94705700327457,3.05726177346232,2.6628897141137,0.699240941066703,1.21931624161683,1.82321709716952,2.01074302455093,1.79200659527683,1.01996497174523,0.315192350560771,0.163694116029215
19,0.305892373118189,0.21834665394738,0.176567976901962,0.201234157552594,0.2087193258747,0.248877462109076,0.335573571017979,0.492815619187342,0.760255325339954,1.19761960708736,1.90057058117447,2.98545039628081,1.44791491235368,0.689970614098853,1.18228174097478,1.81548554143911,2.00507415443138,1.7864598109938,1.01444851564667,0.31086058502404,0.160327524879332
20,0.279547942073432,0.194288344116579,0.17457644088548,0.196524418898647,0.201998742720531,0.247296143184312,0.333900399062315,0.491337351209519,0.746166196598468,1.15121426304468,1.82655511716196,1.98078399408824,0.789734042078305,0.658481524122057,1.17480362586677,1.80935777765056,1.99980257218844,1.78130582600726,1.0093212017178,0.306817777175307,0.157204452162243
21,0.254885740464095,0.192382504002814,0.17253688466534,0.182260993606082,0.200095929086799,0.246262299752162,0.333084733326593,0.490132695161652,0.732873393106453,1.14479822492597,1.16648253327643,1.75285452762681,0.783446723203257,0.650946112330242,1.05288989872973,1.80363676709713,1.33050440091796,1.2595163124636,0.844257245791841,0.111495228808577,0.155121101391915
22,0.25101495506979,0.191169992785343,0.172092212882156,0.168818868463054,0.193769119752954,0.245444204924416,0.332450289340432,0.486061273485461,0.443481354649594,0.713700541045242,0.520643643260557,0.648309863754001,0.756226907551286,0.646075619418587,0.320169454283501,0.631809132505649,0.768531970769649,0.443429403096297,0.2736641755069,0.028858169589019,0.110762255084563
