# n_iter -- energy -- index_op 
0 	  -1.67983105 	 [256, 88] 
1 	  -1.87809690 	 [136, 208] 
2 	  -1.88394601 	 [121, 225] 
3 	  -1.88516183 	 [18, 16, 4, 6] 
4 	  -1.88991209 	 [257, 91] 
5 	  -1.89019179 	 [305, 44] 
6 	  -1.89035656 	 [180, 171] 
7 	  -1.89041062 	 [201, 145] 
8 	  -1.89574300 	 [150, 206] 
9 	  -1.89601610 	 [56, 293] 
10 	  -1.89693935 	 [168, 178] 
11 	  -1.89743922 	 [248, 103] 
12 	  -1.89768977 	 [112, 235] 
13 	  -1.89777041 	 [46, 307] 
14 	  -1.89778065 	 [280, 67] 
