# n_iter -- energy -- index_op 
0 	  -2.39609099 	 [1316] 
1 	  -2.43197193 	 [1428] 
2 	  -2.52699016 	 [1797] 
3 	  -2.66883438 	 [605] 
4 	  -2.79612864 	 [252] 
5 	  -2.81119821 	 [1428] 
6 	  -2.81426393 	 [253] 
7 	  -2.81752746 	 [1317] 
8 	  -2.81787723 	 [40] 
9 	  -2.81852507 	 [1578] 
10 	  -2.81888592 	 [33] 
11 	  -2.81953371 	 [806] 
12 	  -2.81967663 	 [496] 
13 	  -2.81982726 	 [887] 
14 	  -2.82004275 	 [1056] 
15 	  -2.82013948 	 [786] 
16 	  -2.82023816 	 [604] 
17 	  -2.82040738 	 [1103] 
18 	  -2.82041868 	 [878] 
19 	  -2.82052194 	 [505] 
20 	  -2.82054691 	 [230] 
21 	  -2.82085330 	 [1345] 
22 	  -2.82096893 	 [567] 
23 	  -2.82129781 	 [1623] 
24 	  -2.82171648 	 [1668] 
25 	  -2.82214834 	 [1388] 
26 	  -2.82287023 	 [1431] 
27 	  -2.82290733 	 [1237] 
28 	  -2.82294396 	 [418] 
29 	  -2.82354728 	 [1319] 
30 	  -2.82404620 	 [984] 
31 	  -2.82409378 	 [994] 
32 	  -2.82418227 	 [373] 
33 	  -2.82420636 	 [1309] 
34 	  -2.82432403 	 [1066] 
35 	  -2.82434971 	 [1313] 
36 	  -2.82455413 	 [1062] 
37 	  -2.82458461 	 [702] 
38 	  -2.82460936 	 [43] 
39 	  -2.82463465 	 [42] 
40 	  -2.82524358 	 [1321] 
41 	  -2.82603268 	 [384] 
42 	  -2.82621372 	 [1527] 
43 	  -2.82661800 	 [26] 
44 	  -2.82704845 	 [14] 
45 	  -2.82732172 	 [762] 
46 	  -2.82855322 	 [565] 
47 	  -2.82865722 	 [990] 
48 	  -2.82966404 	 [1053] 
49 	  -2.82973683 	 [1190] 
50 	  -2.83067090 	 [382] 
51 	  -2.83071949 	 [98] 
52 	  -2.83075719 	 [507] 
53 	  -2.83080761 	 [61] 
54 	  -2.83085632 	 [234] 
55 	  -2.83132556 	 [495] 
56 	  -2.83138566 	 [916] 
57 	  -2.83145885 	 [1949] 
58 	  -2.83150733 	 [1781] 
59 	  -2.83156557 	 [1922] 
60 	  -2.83158650 	 [857] 
61 	  -2.83160460 	 [621] 
62 	  -2.83166729 	 [1042] 
63 	  -2.83173675 	 [1038] 
64 	  -2.83212468 	 [625] 
65 	  -2.83217054 	 [506] 
66 	  -2.83218627 	 [1609] 
67 	  -2.83225027 	 [1450] 
68 	  -2.83233636 	 [1605] 
69 	  -2.83310840 	 [1446] 
70 	  -2.83326389 	 [505] 
71 	  -2.83333221 	 [2095] 
72 	  -2.83339562 	 [501] 
73 	  -2.83372035 	 [571] 
74 	  -2.83375462 	 [138] 
75 	  -2.83378883 	 [1194] 
76 	  -2.83382089 	 [735] 
77 	  -2.83383956 	 [853] 
78 	  -2.83388951 	 [1658] 
79 	  -2.83400741 	 [1654] 
80 	  -2.83402418 	 [188] 
81 	  -2.83406114 	 [1866] 
82 	  -2.83411667 	 [1040] 
83 	  -2.83415082 	 [552] 
84 	  -2.83417672 	 [1376] 
85 	  -2.83422335 	 [1691] 
86 	  -2.83425655 	 [1687] 
