# n_iter -- energy -- index_op 
0 	  -2.19636171 	 [364, 508, 62] 
1 	  -2.40338411 	 [179, 290, 364] 
2 	  -2.47153734 	 [407, 450, 62] 
3 	  -2.68787643 	 [508, 364, 62] 
4 	  -2.72650562 	 [138, 234, 508] 
5 	  -2.74023075 	 [307, 165, 364] 
6 	  -2.76539157 	 [179, 290, 364] 
7 	  -2.76648282 	 [508, 12, 6, 13, 7] 
8 	  -2.76810369 	 [21, 17, 16, 20, 62] 
9 	  -2.77824348 	 [12, 6, 13, 7, 508] 
10 	  -2.78069789 	 [17, 21, 16, 20, 62] 
11 	  -2.78371266 	 [468, 388, 63] 
12 	  -2.78432235 	 [13, 7, 377, 26, 6] 
13 	  -2.78571429 	 [17, 21, 2, 12, 331] 
14 	  -2.78683104 	 [239, 135, 508] 
15 	  -2.78858350 	 [196, 221, 467] 
16 	  -2.78928949 	 [231, 475, 2, 27] 
17 	  -2.78987302 	 [42, 543, 392] 
18 	  -2.79037499 	 [331, 127, 391] 
19 	  -2.79130029 	 [3, 125, 26, 420] 
20 	  -2.79253985 	 [344, 62, 550] 
21 	  -2.79388777 	 [17, 97, 514, 7] 
22 	  -2.79512613 	 [226, 524, 6, 17] 
23 	  -2.79529306 	 [282, 482, 110] 
24 	  -2.79560267 	 [275, 395, 2, 27] 
25 	  -2.79580015 	 [94, 547, 266] 
26 	  -2.79632988 	 [328, 377, 138] 
27 	  -2.79650465 	 [427, 152, 266] 
28 	  -2.79678281 	 [473, 59, 392] 
29 	  -2.79706302 	 [279, 380, 179] 
30 	  -2.79757872 	 [116, 456, 294] 
31 	  -2.79779380 	 [333, 90, 467] 
32 	  -2.79803707 	 [115, 462, 290] 
33 	  -2.79838842 	 [413, 53, 467] 
34 	  -2.79851909 	 [277, 378, 179] 
35 	  -2.79866168 	 [359, 297, 180] 
36 	  -2.79883385 	 [211, 561, 179] 
37 	  -2.79898725 	 [250, 547, 113] 
38 	  -2.79904105 	 [468, 388, 62] 
39 	  -2.79912190 	 [481, 283, 110] 
40 	  -2.79924129 	 [193, 258, 392] 
41 	  -2.79934513 	 [21, 370, 2, 320] 
42 	  -2.79941240 	 [17, 539, 221, 6] 
43 	  -2.79943277 	 [312, 160, 364] 
44 	  -2.79960540 	 [307, 144, 384] 
45 	  -2.79963660 	 [363, 182, 290] 
46 	  -2.79965344 	 [225, 171, 489] 
47 	  -2.79966533 	 [532, 46, 391] 
48 	  -2.80012510 	 [414, 7, 20, 131] 
49 	  -2.80057895 	 [13, 104, 3, 529] 
50 	  -2.80057903 	 [146, 399, 291] 
51 	  -2.80060761 	 [134, 244, 500] 
52 	  -2.80060774 	 [130, 325, 385] 
53 	  -2.80060838 	 [452, 98, 326] 
54 	  -2.80060861 	 [530, 35, 457] 
55 	  -2.80060902 	 [257, 159, 428] 
56 	  -2.80073396 	 [440, 544, 39] 
57 	  -2.80087067 	 [21, 12, 450, 70] 
58 	  -2.80095642 	 [456, 203, 224] 
59 	  -2.80095808 	 [6, 277, 492, 16] 
60 	  -2.80095890 	 [370, 72, 493] 
